track_genre,track_count,unique_tracks,mean_danceability,mean_energy,mean_loudness,mean_speechiness,mean_acousticness,mean_instrumentalness,mean_liveness,mean_valence,mean_tempo,mean_popularity,pct_euphoric,pct_peaceful,pct_aggressive,pct_melancholic
show-tunes,999,999,0.46395605605605605,0.39888564564564566,-10.683577577577578,0.10825745745745746,0.6369112377377377,0.037906090760760756,0.2155129129129129,0.379086986986987,114.38588388388389,31.25725725725726,15.815815815815814,15.015015015015015,14.014014014014014,55.15515515515516
singer-songwriter,1000,1000,0.562022,0.4341884,-9.779511000000001,0.0514857,0.552753542,0.02789156195,0.1501931,0.4142976,119.737322,37.813,20.200000000000003,10.299999999999999,18.4,51.1
ska,1000,1000,0.5806760000000001,0.793134,-6.352839,0.0721267,0.12157529915000001,0.03011484543,0.2714103,0.69672,128.338341,35.126,76.8,4.7,16.6,1.9
sleep,1000,1000,0.1679225,0.3420717147,-24.194084,0.056847,0.65725269538,0.72353913231,0.3577362,0.058187871,84.619491,35.071,0.1,0.7000000000000001,30.5,68.7
songwriter,1000,1000,0.562022,0.4341884,-9.779511000000001,0.0514857,0.552753542,0.02789156195,0.1501931,0.4142976,119.737322,37.813,20.200000000000003,10.299999999999999,18.4,51.1
soul,999,999,0.6000210210210211,0.5336302302302302,-8.288617617617618,0.06005675675675675,0.4015084038038038,0.01364990984984985,0.18175765765765764,0.5228722722722722,114.5969049049049,19.814814814814813,35.83583583583583,15.315315315315313,18.31831831831832,30.53053053053053
spanish,1000,1000,0.6043099999999999,0.707777,-6.486594,0.0873142,0.26875821767999997,0.01730288268,0.2236962,0.5484960999999999,122.832437,37.922,55.2,3.5000000000000004,31.3,10.0
study,998,998,0.685251503006012,0.41095561122244484,-10.847477955911824,0.10011623246492986,0.5305599278557115,0.7894964516032064,0.16134068136272545,0.4025449899799599,111.81752805611222,26.128256513026052,14.228456913827655,18.537074148296593,13.72745490981964,53.50701402805611
swedish,1000,1000,0.590413,0.6220025,-7.776523,0.0648112,0.32420006572,0.022167267549999998,0.1903963,0.5329407,121.094523,37.175,45.7,7.7,25.4,21.2
synth-pop,1000,1000,0.620663,0.7131349,-8.204640999999999,0.0483371,0.15232235625,0.0823240868,0.18416916,0.5863771000000001,122.85003200000001,36.576,57.8,3.9,30.0,8.3
tango,1000,1000,0.537862,0.372828,-10.062361000000001,0.0798359,0.846208935,0.13971502503,0.2303476,0.5835295,114.55432,19.871,15.4,53.1,2.9000000000000004,28.599999999999998
techno,1000,1000,0.684348,0.746413,-8.077874,0.0642115,0.08141378108000001,0.540038208,0.1594341,0.3218783,128.255482,39.042,22.1,1.3,67.4,9.2
trance,999,999,0.5832992992992994,0.8453863863863863,-6.327486486486486,0.07974144144144144,0.035901370670670674,0.4233813062662663,0.23447987987987987,0.2768846846846847,133.28702602602604,37.63663663663664,14.414414414414415,0.10010010010010009,84.38438438438438,1.1011011011011012
